Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Ordinær kvote;VID;Hovedopptak;251 752;Anvendt psykologi;Oslo;SAMFUNN;2025;56.3
Førstegangsvitnemålskvote;VID;Suppleringsopptak;251 752;Anvendt psykologi;Oslo;SAMFUNN;2025;36.4
Ordinær kvote;VID;Suppleringsopptak;251 752;Anvendt psykologi;Oslo;SAMFUNN;2025;47.2
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 810;Anvendt robotikk;Ås;TEKNO - SIVING;2025;43.1
Ordinær kvote;NMBU;Hovedopptak;192 810;Anvendt robotikk;Ås;TEKNO - SIVING;2025;43.1
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 810;Anvendt robotikk;Ås;TEKNO - SIVING;2025;0
Ordinær kvote;NMBU;Suppleringsopptak;192 810;Anvendt robotikk;Ås;TEKNO - SIVING;2025;43.1
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 923;Arabisk språk med Midtøstens historie;Bergen;SPRÅK;2025;0
Ordinær kvote;UIB;Hovedopptak;184 923;Arabisk språk med Midtøstens historie;Bergen;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 923;Arabisk språk med Midtøstens historie;Bergen;SPRÅK;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 923;Arabisk språk med Midtøstens historie;Bergen;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 903;Arbeids- og organisasjonspsykologi;Bergen;SAMFUNN;2025;52.1
Ordinær kvote;UIB;Hovedopptak;184 903;Arbeids- og organisasjonspsykologi;Bergen;SAMFUNN;2025;57.3
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 903;Arbeids- og organisasjonspsykologi;Bergen;SAMFUNN;2025;52.1
Ordinær kvote;UIB;Suppleringsopptak;184 903;Arbeids- og organisasjonspsykologi;Bergen;SAMFUNN;2025;57.3
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 900;Arbeids- og velferdsfag;Fredrikstad;HELSEFAG - ANNET;2025;0
Ordinær kvote;HIØ;Hovedopptak;224 900;Arbeids- og velferdsfag;Fredrikstad;HELSEFAG - ANNET;2025;39.5
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 900;Arbeids- og velferdsfag;Fredrikstad;HELSEFAG - ANNET;2025;0
Ordinær kvote;HIØ;Suppleringsopptak;224 900;Arbeids- og velferdsfag;Fredrikstad;HELSEFAG - ANNET;2025;39.5
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 478;Arkeologi;Bergen;HISTORIE;2025;0
Ordinær kvote;UIB;Hovedopptak;184 478;Arkeologi;Bergen;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 478;Arkeologi;Bergen;HISTORIE;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 478;Arkeologi;Bergen;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 478;Arkeologi;Oslo;HISTORIE;2025;36.4
Ordinær kvote;UIO;Hovedopptak;185 478;Arkeologi;Oslo;HISTORIE;2025;47.5
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 478;Arkeologi;Oslo;HISTORIE;2025;36.4
Ordinær kvote;UIO;Suppleringsopptak;185 478;Arkeologi;Oslo;HISTORIE;2025;47.5
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 478;Arkeologi;Tromsø;HISTORIE;2025;0
Ordinær kvote;UIT;Hovedopptak;186 478;Arkeologi;Tromsø;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 478;Arkeologi;Tromsø;HISTORIE;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 478;Arkeologi;Tromsø;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 478;Arkeologi;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 478;Arkeologi;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 478;Arkeologi;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 478;Arkeologi;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;AHO;Hovedopptak;189 030;Arkitekt*;Oslo;TEKNO - ARKITEKT;2025;142.8
Ordinær kvote;AHO;Hovedopptak;189 030;Arkitekt*;Oslo;TEKNO - ARKITEKT;2025;148.57
Førstegangsvitnemålskvote;AHO;Suppleringsopptak;189 030;Arkitekt*;Oslo;TEKNO - ARKITEKT;2025;142.8
Ordinær kvote;AHO;Suppleringsopptak;189 030;Arkitekt*;Oslo;TEKNO - ARKITEKT;2025;148.57
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2025;51.3
Ordinær kvote;NTNU;Hovedopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2025;55.2
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2025;51.3
Ordinær kvote;NTNU;Suppleringsopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2025;55.2
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2025;43.8
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2025;43.8
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2025;0
Ordinær kvote;OSLOMET;Hovedopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2025;45.3
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2025;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2025;44
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2025;0
Ordinær kvote;UIT;Hovedopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2025;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2025;0
Ordinær kvote;UIT;Hovedopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2025;38.9
Ordinær kvote;NTNU;Hovedopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2025;45.6
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2025;36.4
Ordinær kvote;NTNU;Suppleringsopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2025;43
Førstegangsvitnemålskvote;NLA;Hovedopptak;254 393;Bærekraftig entreprenørskap og innovasjon;Oslo;ØKADM;2025;0
Ordinær kvote;NLA;Hovedopptak;254 393;Bærekraftig entreprenørskap og innovasjon;Oslo;ØKADM;2025;0
Førstegangsvitnemålskvote;NLA;Suppleringsopptak;254 393;Bærekraftig entreprenørskap og innovasjon;Oslo;ØKADM;2025;0
Ordinær kvote;NLA;Suppleringsopptak;254 393;Bærekraftig entreprenørskap og innovasjon;Oslo;ØKADM;2025;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 764;Bærekraftig kjemi og innovasjon;Tromsø;TEKNO - SIVING;2025;0
Ordinær kvote;UIT;Hovedopptak;186 764;Bærekraftig kjemi og innovasjon;Tromsø;TEKNO - SIVING;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 764;Bærekraftig kjemi og innovasjon;Tromsø;TEKNO - SIVING;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 764;Bærekraftig kjemi og innovasjon;Tromsø;TEKNO - SIVING;2025;0
Førstegangsvitnemålskvote;HIM;Hovedopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2025;0
Ordinær kvote;HIM;Hovedopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2025;0
Førstegangsvitnemålskvote;HIM;Suppleringsopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2025;0
Ordinær kvote;HIM;Suppleringsopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2025;0
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 253;Bærekraftig økonomi og ledelse, deltid;Ås;ØKADM;2025;0
Ordinær kvote;NMBU;Hovedopptak;192 253;Bærekraftig økonomi og ledelse, deltid;Ås;ØKADM;2025;0
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 253;Bærekraftig økonomi og ledelse, deltid;Ås;ØKADM;2025;0
Ordinær kvote;NMBU;Suppleringsopptak;192 253;Bærekraftig økonomi og ledelse, deltid;Ås;ØKADM;2025;0
Førstegangsvitnemålskvote;NLA;Hovedopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;NLA;Hovedopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;NLA;Suppleringsopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;NLA;Suppleringsopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HIØ;Hovedopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HIØ;Suppleringsopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;INN;Hovedopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;INN;Suppleringsopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;OSLOMET;Hovedopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;UIS;Hovedopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;UIS;Suppleringsopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;DMMH;Hovedopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;DMMH;Hovedopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;DMMH;Suppleringsopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;DMMH;Suppleringsopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HVO;Hovedopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HVO;Suppleringsopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;UIT;Hovedopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 135;Barnehagelærer, arbeidsplassbasert, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;OSLOMET;Hovedopptak;215 135;Barnehagelærer, arbeidsplassbasert, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 135;Barnehagelærer, arbeidsplassbasert, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 135;Barnehagelærer, arbeidsplassbasert, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 130;Barnehagelærer, Bergen;Bergen;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HVL;Hovedopptak;203 130;Barnehagelærer, Bergen;Bergen;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 130;Barnehagelærer, Bergen;Bergen;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HVL;Suppleringsopptak;203 130;Barnehagelærer, Bergen;Bergen;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 529;Barnehagelærer, deltid;Bergen;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HVL;Hovedopptak;203 529;Barnehagelærer, deltid;Bergen;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 529;Barnehagelærer, deltid;Bergen;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HVL;Suppleringsopptak;203 529;Barnehagelærer, deltid;Bergen;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 131;Barnehagelærer, deltid;Halden;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HIØ;Hovedopptak;224 131;Barnehagelærer, deltid;Halden;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 131;Barnehagelærer, deltid;Halden;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;HIØ;Suppleringsopptak;224 131;Barnehagelærer, deltid;Halden;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 131;Barnehagelærer, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;OSLOMET;Hovedopptak;215 131;Barnehagelærer, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 131;Barnehagelærer, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 131;Barnehagelærer, deltid;Oslo;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 131;Barnehagelærer, deltid;Stavanger;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;UIS;Hovedopptak;217 131;Barnehagelærer, deltid;Stavanger;LÆRER - BHGLÆRER;2025;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 131;Barnehagelærer, deltid;Stavanger;LÆRER - BHGLÆRER;2025;0
Ordinær kvote;UIS;Suppleringsopptak;217 131;Barnehagelærer, deltid;Stavanger;LÆRER - BHGLÆRER;2025;0
