Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Førstegangsvitnemålskvote;VID;Hovedopptak;251 700;Ergoterapi;Stavanger;HELSEFAG - ERGO;2025;0
Ordinær kvote;VID;Hovedopptak;251 700;Ergoterapi;Stavanger;HELSEFAG - ERGO;2025;0
Førstegangsvitnemålskvote;VID;Suppleringsopptak;251 700;Ergoterapi;Stavanger;HELSEFAG - ERGO;2025;0
Ordinær kvote;VID;Suppleringsopptak;251 700;Ergoterapi;Stavanger;HELSEFAG - ERGO;2025;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 700;Ergoterapi;Tromsø;HELSEFAG - ERGO;2025;0
Ordinær kvote;UIT;Hovedopptak;186 700;Ergoterapi;Tromsø;HELSEFAG - ERGO;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 700;Ergoterapi;Tromsø;HELSEFAG - ERGO;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 700;Ergoterapi;Tromsø;HELSEFAG - ERGO;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 594;Ergoterapi;Trondheim;HELSEFAG - ERGO;2025;42.9
Ordinær kvote;NTNU;Hovedopptak;194 594;Ergoterapi;Trondheim;HELSEFAG - ERGO;2025;45.2
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 594;Ergoterapi;Trondheim;HELSEFAG - ERGO;2025;42.4
Ordinær kvote;NTNU;Suppleringsopptak;194 594;Ergoterapi;Trondheim;HELSEFAG - ERGO;2025;44.9
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 708;Ernæring;Bergen;HELSEFAG - ERNÆRING;2025;0
Ordinær kvote;UIB;Hovedopptak;184 708;Ernæring;Bergen;HELSEFAG - ERNÆRING;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 708;Ernæring;Bergen;HELSEFAG - ERNÆRING;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 708;Ernæring;Bergen;HELSEFAG - ERNÆRING;2025;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 708;Ernæring;Tromsø;HELSEFAG - ERNÆRING;2025;0
Ordinær kvote;UIT;Hovedopptak;186 708;Ernæring;Tromsø;HELSEFAG - ERNÆRING;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 708;Ernæring;Tromsø;HELSEFAG - ERNÆRING;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 708;Ernæring;Tromsø;HELSEFAG - ERNÆRING;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 439;Estetikk, kunst og samfunn;Oslo;ESTETISK;2025;0
Ordinær kvote;UIO;Hovedopptak;185 439;Estetikk, kunst og samfunn;Oslo;ESTETISK;2025;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 439;Estetikk, kunst og samfunn;Oslo;ESTETISK;2025;0
Ordinær kvote;UIO;Suppleringsopptak;185 439;Estetikk, kunst og samfunn;Oslo;ESTETISK;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 400;Etikk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 400;Etikk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 400;Etikk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 400;Etikk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 199;Ettårig grunnstudium;Ås;SAMFUNN;2025;52.6
Ordinær kvote;NMBU;Hovedopptak;192 199;Ettårig grunnstudium;Ås;SAMFUNN;2025;55.3
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 199;Ettårig grunnstudium;Ås;SAMFUNN;2025;52.1
Ordinær kvote;NMBU;Suppleringsopptak;192 199;Ettårig grunnstudium;Ås;SAMFUNN;2025;54.6
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 870;Europastudier;Bergen;SAMFUNN;2025;45.9
Ordinær kvote;UIB;Hovedopptak;184 870;Europastudier;Bergen;SAMFUNN;2025;47.8
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 870;Europastudier;Bergen;SAMFUNN;2025;45.7
Ordinær kvote;UIB;Suppleringsopptak;184 870;Europastudier;Bergen;SAMFUNN;2025;47.8
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 870;Europastudier med engelsk;Trondheim;HISTORIE;2025;43.2
Ordinær kvote;NTNU;Hovedopptak;194 870;Europastudier med engelsk;Trondheim;HISTORIE;2025;43.8
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 870;Europastudier med engelsk;Trondheim;HISTORIE;2025;42.8
Ordinær kvote;NTNU;Suppleringsopptak;194 870;Europastudier med engelsk;Trondheim;HISTORIE;2025;43.1
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 793;Europastudier med fransk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 793;Europastudier med fransk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 793;Europastudier med fransk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 793;Europastudier med fransk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 786;Europastudier med spansk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 786;Europastudier med spansk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 786;Europastudier med spansk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 786;Europastudier med spansk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 474;Europastudier med statsvitenskap;Trondheim;HISTORIE;2025;51
Ordinær kvote;NTNU;Hovedopptak;194 474;Europastudier med statsvitenskap;Trondheim;HISTORIE;2025;52.5
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 474;Europastudier med statsvitenskap;Trondheim;HISTORIE;2025;51
Ordinær kvote;NTNU;Suppleringsopptak;194 474;Europastudier med statsvitenskap;Trondheim;HISTORIE;2025;52.5
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 795;Europastudier med tysk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 795;Europastudier med tysk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 795;Europastudier med tysk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 795;Europastudier med tysk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 707;Farmasi;Bergen;HELSEFAG - FARMASI;2025;47.6
Ordinær kvote;UIB;Hovedopptak;184 707;Farmasi;Bergen;HELSEFAG - FARMASI;2025;49.4
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 707;Farmasi;Bergen;HELSEFAG - FARMASI;2025;44.9
Ordinær kvote;UIB;Suppleringsopptak;184 707;Farmasi;Bergen;HELSEFAG - FARMASI;2025;47.3
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 707;Farmasi;Oslo;HELSEFAG - FARMASI;2025;45.9
Ordinær kvote;UIO;Hovedopptak;185 707;Farmasi;Oslo;HELSEFAG - FARMASI;2025;49.5
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 707;Farmasi;Oslo;HELSEFAG - FARMASI;2025;45.9
Ordinær kvote;UIO;Suppleringsopptak;185 707;Farmasi;Oslo;HELSEFAG - FARMASI;2025;49.5
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 749;Farmasi;Oslo;HELSEFAG - RESEPTAR;2025;40.3
Ordinær kvote;OSLOMET;Hovedopptak;215 749;Farmasi;Oslo;HELSEFAG - RESEPTAR;2025;53
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 749;Farmasi;Oslo;HELSEFAG - RESEPTAR;2025;40.3
Ordinær kvote;OSLOMET;Suppleringsopptak;215 749;Farmasi;Oslo;HELSEFAG - RESEPTAR;2025;53
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 749;Farmasi;Tromsø;HELSEFAG - RESEPTAR;2025;0
Ordinær kvote;UIT;Hovedopptak;186 749;Farmasi;Tromsø;HELSEFAG - RESEPTAR;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 749;Farmasi;Tromsø;HELSEFAG - RESEPTAR;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 749;Farmasi;Tromsø;HELSEFAG - RESEPTAR;2025;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 747;Farmasi, deltid;Namsos;HELSEFAG - RESEPTAR;2025;0
Ordinær kvote;NORD;Hovedopptak;204 747;Farmasi, deltid;Namsos;HELSEFAG - RESEPTAR;2025;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 747;Farmasi, deltid;Namsos;HELSEFAG - RESEPTAR;2025;0
Ordinær kvote;NORD;Suppleringsopptak;204 747;Farmasi, deltid;Namsos;HELSEFAG - RESEPTAR;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 534;Film- og TV-produksjon;Bergen;MEDIEFAG;2025;52.4
Ordinær kvote;UIB;Hovedopptak;184 534;Film- og TV-produksjon;Bergen;MEDIEFAG;2025;57.8
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 534;Film- og TV-produksjon;Bergen;MEDIEFAG;2025;52.4
Ordinær kvote;UIB;Suppleringsopptak;184 534;Film- og TV-produksjon;Bergen;MEDIEFAG;2025;57.8
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 089;Film- og TV-produksjon;Levanger;MEDIEFAG;2025;0
Ordinær kvote;NORD;Hovedopptak;204 089;Film- og TV-produksjon;Levanger;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 089;Film- og TV-produksjon;Levanger;MEDIEFAG;2025;0
Ordinær kvote;NORD;Suppleringsopptak;204 089;Film- og TV-produksjon;Levanger;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 046;Film- og tvproduksjon;Stavanger;MEDIEFAG;2025;44.3
Ordinær kvote;UIS;Hovedopptak;217 046;Film- og tvproduksjon;Stavanger;MEDIEFAG;2025;46.8
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 046;Film- og tvproduksjon;Stavanger;MEDIEFAG;2025;44.3
Ordinær kvote;UIS;Suppleringsopptak;217 046;Film- og tvproduksjon;Stavanger;MEDIEFAG;2025;46.8
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 646;Film- og videoproduksjon;Trondheim;MEDIEFAG;2025;52
Ordinær kvote;NTNU;Hovedopptak;194 646;Film- og videoproduksjon;Trondheim;MEDIEFAG;2025;58.3
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 646;Film- og videoproduksjon;Trondheim;MEDIEFAG;2025;52
Ordinær kvote;NTNU;Suppleringsopptak;194 646;Film- og videoproduksjon;Trondheim;MEDIEFAG;2025;58.3
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 456;Film, litteratur og teater;Kristiansand;SPRÅK;2025;39.2
Ordinær kvote;UIA;Hovedopptak;201 456;Film, litteratur og teater;Kristiansand;SPRÅK;2025;39.2
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 456;Film, litteratur og teater;Kristiansand;SPRÅK;2025;39.2
Ordinær kvote;UIA;Suppleringsopptak;201 456;Film, litteratur og teater;Kristiansand;SPRÅK;2025;39.2
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 262;Filmvitenskap, årsstudium;Trondheim;MEDIEFAG;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 262;Filmvitenskap, årsstudium;Trondheim;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 262;Filmvitenskap, årsstudium;Trondheim;MEDIEFAG;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 262;Filmvitenskap, årsstudium;Trondheim;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 847;Filmvitenskap, bachelor;Trondheim;MEDIEFAG;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 847;Filmvitenskap, bachelor;Trondheim;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 847;Filmvitenskap, bachelor;Trondheim;MEDIEFAG;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 847;Filmvitenskap, bachelor;Trondheim;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 366;Filosofi;Bergen;HISTORIE;2025;0
Ordinær kvote;UIB;Hovedopptak;184 366;Filosofi;Bergen;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 366;Filosofi;Bergen;HISTORIE;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 366;Filosofi;Bergen;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 366;Filosofi;Kristiansand;HISTORIE;2025;0
Ordinær kvote;UIA;Hovedopptak;201 366;Filosofi;Kristiansand;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 366;Filosofi;Kristiansand;HISTORIE;2025;0
Ordinær kvote;UIA;Suppleringsopptak;201 366;Filosofi;Kristiansand;HISTORIE;2025;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 366;Filosofi;Lillehammer;HISTORIE;2025;0
Ordinær kvote;INN;Hovedopptak;209 366;Filosofi;Lillehammer;HISTORIE;2025;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 366;Filosofi;Lillehammer;HISTORIE;2025;0
Ordinær kvote;INN;Suppleringsopptak;209 366;Filosofi;Lillehammer;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 366;Filosofi;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 366;Filosofi;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 366;Filosofi;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 366;Filosofi;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 479;Filosofi ;Bergen;HISTORIE;2025;0
Ordinær kvote;UIB;Hovedopptak;184 479;Filosofi ;Bergen;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 479;Filosofi ;Bergen;HISTORIE;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 479;Filosofi ;Bergen;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 588;Filosofi og etikk - etikk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 588;Filosofi og etikk - etikk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 588;Filosofi og etikk - etikk;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 588;Filosofi og etikk - etikk;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 479;Filosofi og etikk - filosofi;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 479;Filosofi og etikk - filosofi;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 479;Filosofi og etikk - filosofi;Trondheim;HISTORIE;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 479;Filosofi og etikk - filosofi;Trondheim;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 366;Filosofi, årsstudium;Oslo;HISTORIE;2025;46.7
Ordinær kvote;UIO;Hovedopptak;185 366;Filosofi, årsstudium;Oslo;HISTORIE;2025;64.2
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 366;Filosofi, årsstudium;Oslo;HISTORIE;2025;46.7
Ordinær kvote;UIO;Suppleringsopptak;185 366;Filosofi, årsstudium;Oslo;HISTORIE;2025;64.2
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 366;Filosofi, årsstudium;Tromsø;HISTORIE;2025;0
Ordinær kvote;UIT;Hovedopptak;186 366;Filosofi, årsstudium;Tromsø;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 366;Filosofi, årsstudium;Tromsø;HISTORIE;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 366;Filosofi, årsstudium;Tromsø;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 479;Filosofi, bachelor;Oslo;HISTORIE;2025;0
Ordinær kvote;UIO;Hovedopptak;185 479;Filosofi, bachelor;Oslo;HISTORIE;2025;50.8
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 479;Filosofi, bachelor;Oslo;HISTORIE;2025;0
Ordinær kvote;UIO;Suppleringsopptak;185 479;Filosofi, bachelor;Oslo;HISTORIE;2025;50.8
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 479;Filosofi, bachelor;Tromsø;HISTORIE;2025;0
Ordinær kvote;UIT;Hovedopptak;186 479;Filosofi, bachelor;Tromsø;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 479;Filosofi, bachelor;Tromsø;HISTORIE;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 479;Filosofi, bachelor;Tromsø;HISTORIE;2025;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 479;Filosofi, politikk og økonomi;Lillehammer;HISTORIE;2025;0
Ordinær kvote;INN;Hovedopptak;209 479;Filosofi, politikk og økonomi;Lillehammer;HISTORIE;2025;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 479;Filosofi, politikk og økonomi;Lillehammer;HISTORIE;2025;0
Ordinær kvote;INN;Suppleringsopptak;209 479;Filosofi, politikk og økonomi;Lillehammer;HISTORIE;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 588;Filosofi, politikk og økonomi;Oslo;HISTORIE;2025;56.2
Ordinær kvote;UIO;Hovedopptak;185 588;Filosofi, politikk og økonomi;Oslo;HISTORIE;2025;66.5
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 588;Filosofi, politikk og økonomi;Oslo;HISTORIE;2025;56.2
Ordinær kvote;UIO;Suppleringsopptak;185 588;Filosofi, politikk og økonomi;Oslo;HISTORIE;2025;66.5
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 827;Fiskehelse - akvamedisin;Bergen;REALFAG;2025;44
Ordinær kvote;UIB;Hovedopptak;184 827;Fiskehelse - akvamedisin;Bergen;REALFAG;2025;56.3
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 827;Fiskehelse - akvamedisin;Bergen;REALFAG;2025;43.9
Ordinær kvote;UIB;Suppleringsopptak;184 827;Fiskehelse - akvamedisin;Bergen;REALFAG;2025;56.3
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 331;Fiskeri- og havbruksvitenskap;Tromsø;LANDOGHAVBRUK;2025;37.5
Ordinær kvote;UIT;Hovedopptak;186 331;Fiskeri- og havbruksvitenskap;Tromsø;LANDOGHAVBRUK;2025;43.3
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 331;Fiskeri- og havbruksvitenskap;Tromsø;LANDOGHAVBRUK;2025;37.5
Ordinær kvote;UIT;Suppleringsopptak;186 331;Fiskeri- og havbruksvitenskap;Tromsø;LANDOGHAVBRUK;2025;43.3
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 203;Folkehelsearbeid;Kristiansand;HELSEFAG - ANNET;2025;0
Ordinær kvote;UIA;Hovedopptak;201 203;Folkehelsearbeid;Kristiansand;HELSEFAG - ANNET;2025;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 203;Folkehelsearbeid;Kristiansand;HELSEFAG - ANNET;2025;-1
Ordinær kvote;UIA;Suppleringsopptak;201 203;Folkehelsearbeid;Kristiansand;HELSEFAG - ANNET;2025;-1
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 203;Folkehelsearbeid;Bergen;HELSEFAG - ERNÆRING;2025;40.9
Ordinær kvote;HVL;Hovedopptak;203 203;Folkehelsearbeid;Bergen;HELSEFAG - ERNÆRING;2025;44.1
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 203;Folkehelsearbeid;Bergen;HELSEFAG - ERNÆRING;2025;40.9
Ordinær kvote;HVL;Suppleringsopptak;203 203;Folkehelsearbeid;Bergen;HELSEFAG - ERNÆRING;2025;44.1
Førstegangsvitnemålskvote;USN;Hovedopptak;222 629;Folkemusikk, årsstudium;Vinje;ESTETISK;2025;0
Ordinær kvote;USN;Hovedopptak;222 629;Folkemusikk, årsstudium;Vinje;ESTETISK;2025;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 629;Folkemusikk, årsstudium;Vinje;ESTETISK;2025;0
Ordinær kvote;USN;Suppleringsopptak;222 629;Folkemusikk, årsstudium;Vinje;ESTETISK;2025;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 443;Folkemusikk, bachelor;Vinje;ESTETISK;2025;0
Ordinær kvote;USN;Hovedopptak;222 443;Folkemusikk, bachelor;Vinje;ESTETISK;2025;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 443;Folkemusikk, bachelor;Vinje;ESTETISK;2025;0
Ordinær kvote;USN;Suppleringsopptak;222 443;Folkemusikk, bachelor;Vinje;ESTETISK;2025;0
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 835;Fornybar energi;Ås;SAMFUNN;2025;0
Ordinær kvote;NMBU;Hovedopptak;192 835;Fornybar energi;Ås;SAMFUNN;2025;0
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 835;Fornybar energi;Ås;SAMFUNN;2025;0
Ordinær kvote;NMBU;Suppleringsopptak;192 835;Fornybar energi;Ås;SAMFUNN;2025;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 809;Fornybar energi;Tromsø;TEKNO - SIVING;2025;0
Ordinær kvote;UIT;Hovedopptak;186 809;Fornybar energi;Tromsø;TEKNO - SIVING;2025;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 809;Fornybar energi;Tromsø;TEKNO - SIVING;2025;0
Ordinær kvote;UIT;Suppleringsopptak;186 809;Fornybar energi;Tromsø;TEKNO - SIVING;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 863;Fornybar energi og nanoteknologi;Oslo;REALFAG;2025;0
Ordinær kvote;UIO;Hovedopptak;185 863;Fornybar energi og nanoteknologi;Oslo;REALFAG;2025;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 863;Fornybar energi og nanoteknologi;Oslo;REALFAG;2025;0
Ordinær kvote;UIO;Suppleringsopptak;185 863;Fornybar energi og nanoteknologi;Oslo;REALFAG;2025;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 867;Forretningsjus og økonomi;Ringerike;JUS;2025;39.7
Ordinær kvote;USN;Hovedopptak;222 867;Forretningsjus og økonomi;Ringerike;JUS;2025;38.5
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 867;Forretningsjus og økonomi;Ringerike;JUS;2025;39.7
Ordinær kvote;USN;Suppleringsopptak;222 867;Forretningsjus og økonomi;Ringerike;JUS;2025;38.5
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 848;Fotojournalistikk;Oslo;MEDIEFAG;2025;0
Ordinær kvote;OSLOMET;Hovedopptak;215 848;Fotojournalistikk;Oslo;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 848;Fotojournalistikk;Oslo;MEDIEFAG;2025;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 848;Fotojournalistikk;Oslo;MEDIEFAG;2025;0
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 610;Fransk;Halden;SPRÅK;2025;0
Ordinær kvote;HIØ;Hovedopptak;224 610;Fransk;Halden;SPRÅK;2025;0
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 610;Fransk;Halden;SPRÅK;2025;0
Ordinær kvote;HIØ;Suppleringsopptak;224 610;Fransk;Halden;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 174;Fransk;Kristiansand;SPRÅK;2025;0
Ordinær kvote;UIA;Hovedopptak;201 174;Fransk;Kristiansand;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 174;Fransk;Kristiansand;SPRÅK;2025;0
Ordinær kvote;UIA;Suppleringsopptak;201 174;Fransk;Kristiansand;SPRÅK;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 616;Fransk med didaktikk;Trondheim;SPRÅK;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 616;Fransk med didaktikk;Trondheim;SPRÅK;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 616;Fransk med didaktikk;Trondheim;SPRÅK;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 616;Fransk med didaktikk;Trondheim;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 174;Fransk, årsstudium;Bergen;SPRÅK;2025;0
Ordinær kvote;UIB;Hovedopptak;184 174;Fransk, årsstudium;Bergen;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 174;Fransk, årsstudium;Bergen;SPRÅK;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 174;Fransk, årsstudium;Bergen;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 174;Fransk, årsstudium;Oslo;SPRÅK;2025;0
Ordinær kvote;UIO;Hovedopptak;185 174;Fransk, årsstudium;Oslo;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 174;Fransk, årsstudium;Oslo;SPRÅK;2025;0
Ordinær kvote;UIO;Suppleringsopptak;185 174;Fransk, årsstudium;Oslo;SPRÅK;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 174;Fransk, årsstudium;Trondheim;SPRÅK;2025;0
Ordinær kvote;NTNU;Hovedopptak;194 174;Fransk, årsstudium;Trondheim;SPRÅK;2025;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 174;Fransk, årsstudium;Trondheim;SPRÅK;2025;0
Ordinær kvote;NTNU;Suppleringsopptak;194 174;Fransk, årsstudium;Trondheim;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 888;Fransk, bachelor;Bergen;SPRÅK;2025;0
Ordinær kvote;UIB;Hovedopptak;184 888;Fransk, bachelor;Bergen;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 888;Fransk, bachelor;Bergen;SPRÅK;2025;0
Ordinær kvote;UIB;Suppleringsopptak;184 888;Fransk, bachelor;Bergen;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 793;Fransk, bachelor;Oslo;SPRÅK;2025;0
Ordinær kvote;UIO;Hovedopptak;185 793;Fransk, bachelor;Oslo;SPRÅK;2025;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 793;Fransk, bachelor;Oslo;SPRÅK;2025;0
Ordinær kvote;UIO;Suppleringsopptak;185 793;Fransk, bachelor;Oslo;SPRÅK;2025;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 888;Fransk, bachelor;Trondheim;SPRÅK;2025;0
