Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Ordinær kvote;UIT;Hovedopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2022;50
Ordinær kvote;UIB;Hovedopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2022;54
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2022;49.9
Ordinær kvote;UIB;Suppleringsopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2022;53.9
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 845;Medieproduksjon;;MEDIEFAG;2022;42.5
Ordinær kvote;HVO;Hovedopptak;223 845;Medieproduksjon;;MEDIEFAG;2022;43.1
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 845;Medieproduksjon;;MEDIEFAG;2022;40.6
Ordinær kvote;HVO;Suppleringsopptak;223 845;Medieproduksjon;;MEDIEFAG;2022;43.1
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 838;Medieproduksjon;Alta;MEDIEFAG;2022;0
Ordinær kvote;UIT;Hovedopptak;186 838;Medieproduksjon;Alta;MEDIEFAG;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 838;Medieproduksjon;Alta;MEDIEFAG;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 838;Medieproduksjon;Alta;MEDIEFAG;2022;0
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;48.4
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;43.5
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;43.6
Ordinær kvote;OSLOMET;Hovedopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;55.3
Ordinær kvote;UIB;Hovedopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;52.1
Ordinær kvote;UIO;Hovedopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;53.1
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;48.3
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;43.5
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;43.6
Ordinær kvote;OSLOMET;Suppleringsopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;55.3
Ordinær kvote;UIB;Suppleringsopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;52.1
Ordinær kvote;UIO;Suppleringsopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2022;53.1
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;49
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;44.2
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;44.3
Ordinær kvote;OSLOMET;Hovedopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;53.1
Ordinær kvote;UIB;Hovedopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;46.2
Ordinær kvote;UIO;Hovedopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;50
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;48.7
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;44.2
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;44.3
Ordinær kvote;OSLOMET;Suppleringsopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;52.9
Ordinær kvote;UIB;Suppleringsopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;46.2
Ordinær kvote;UIO;Suppleringsopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2022;50
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2022;41.5
Ordinær kvote;NTNU;Hovedopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2022;43
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2022;39.1
Ordinær kvote;NTNU;Suppleringsopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2022;40.5
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2022;41
Ordinær kvote;NTNU;Hovedopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2022;42.5
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2022;41
Ordinær kvote;NTNU;Suppleringsopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2022;42.5
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2022;60.4
Ordinær kvote;UIT;Hovedopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2022;68.2
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2022;60.4
Ordinær kvote;UIT;Suppleringsopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2022;68.2
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2022;60.8
Ordinær kvote;UIB;Hovedopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2022;68.3
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2022;60.8
Ordinær kvote;UIB;Suppleringsopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2022;68.3
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2022;62.4
Ordinær kvote;UIO;Hovedopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2022;69.6
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2022;62.4
Ordinær kvote;UIO;Suppleringsopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2022;69.6
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2022;61
Ordinær kvote;UIO;Hovedopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2022;68.8
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2022;61
Ordinær kvote;UIO;Suppleringsopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2022;68.8
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2022;62.5
Ordinær kvote;NTNU;Hovedopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2022;69.2
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2022;62.5
Ordinær kvote;NTNU;Suppleringsopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2022;69.2
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 499;Medisin, Trondheim/Ålesund;;HELSEFAG - MEDISIN;2022;61.4
Ordinær kvote;NTNU;Hovedopptak;194 499;Medisin, Trondheim/Ålesund;;HELSEFAG - MEDISIN;2022;68.6
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 499;Medisin, Trondheim/Ålesund;;HELSEFAG - MEDISIN;2022;61.4
Ordinær kvote;NTNU;Suppleringsopptak;194 499;Medisin, Trondheim/Ålesund;;HELSEFAG - MEDISIN;2022;68.6
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 498;Medisin, Trondheim/Levanger;;HELSEFAG - MEDISIN;2022;61
Ordinær kvote;NTNU;Hovedopptak;194 498;Medisin, Trondheim/Levanger;;HELSEFAG - MEDISIN;2022;68.7
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 498;Medisin, Trondheim/Levanger;;HELSEFAG - MEDISIN;2022;61
Ordinær kvote;NTNU;Suppleringsopptak;194 498;Medisin, Trondheim/Levanger;;HELSEFAG - MEDISIN;2022;68.5
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 163;Medisinsk og biologisk kjemi;;REALFAG;2022;59.8
Ordinær kvote;NTNU;Hovedopptak;194 163;Medisinsk og biologisk kjemi;;REALFAG;2022;66.3
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 163;Medisinsk og biologisk kjemi;;REALFAG;2022;59.3
Ordinær kvote;NTNU;Suppleringsopptak;194 163;Medisinsk og biologisk kjemi;;REALFAG;2022;63.1
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2022;58
Ordinær kvote;UIB;Hovedopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2022;62.2
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2022;58
Ordinær kvote;UIB;Suppleringsopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2022;62.2
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 186;Medisinske og biologiske fag;;REALFAG;2022;53.5
Ordinær kvote;NTNU;Hovedopptak;194 186;Medisinske og biologiske fag;;REALFAG;2022;49
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 186;Medisinske og biologiske fag;;REALFAG;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 186;Medisinske og biologiske fag;;REALFAG;2022;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2022;0
Ordinær kvote;UIO;Hovedopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2022;48.7
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2022;0
Ordinær kvote;UIO;Suppleringsopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2022;48.7
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2022;0
Ordinær kvote;UIO;Hovedopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2022;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2022;0
Ordinær kvote;UIO;Suppleringsopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2022;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2022;0
Ordinær kvote;UIO;Hovedopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2022;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2022;0
Ordinær kvote;UIO;Suppleringsopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2022;0
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2022;31.1
Ordinær kvote;OSLOMET;Hovedopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2022;54.8
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2022;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2022;44.8
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2022;54
Ordinær kvote;NMBU;Hovedopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2022;58.5
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2022;53
Ordinær kvote;NMBU;Suppleringsopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2022;57.5
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 377;Miljøvitenskap;;REALFAG;2022;44.6
Ordinær kvote;NMBU;Hovedopptak;192 377;Miljøvitenskap;;REALFAG;2022;50.1
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 377;Miljøvitenskap;;REALFAG;2022;0
Ordinær kvote;NMBU;Suppleringsopptak;192 377;Miljøvitenskap;;REALFAG;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 865;Molekylærbiologi;;REALFAG;2022;48.5
Ordinær kvote;UIB;Hovedopptak;184 865;Molekylærbiologi;;REALFAG;2022;44.4
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 865;Molekylærbiologi;;REALFAG;2022;0
Ordinær kvote;UIB;Suppleringsopptak;184 865;Molekylærbiologi;;REALFAG;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2022;33.8
Ordinær kvote;UIA;Hovedopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2022;38.2
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2022;33.8
Ordinær kvote;UIA;Suppleringsopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2022;38.2
Førstegangsvitnemålskvote;INN;Hovedopptak;209 476;Music Business - Management;Åmot;ØKADM;2022;0
Ordinær kvote;INN;Hovedopptak;209 476;Music Business - Management;Åmot;ØKADM;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 476;Music Business - Management;Åmot;ØKADM;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 476;Music Business - Management;Åmot;ØKADM;2022;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 714;Music Business - Production;Åmot;ØKADM;2022;0
Ordinær kvote;INN;Hovedopptak;209 714;Music Business - Production;Åmot;ØKADM;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 714;Music Business - Production;Åmot;ØKADM;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 714;Music Business - Production;Åmot;ØKADM;2022;0
Førstegangsvitnemålskvote;AHS;Hovedopptak;255 777;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 667;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;NLA;Hovedopptak;254 667;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 667;Musikk;;ESTETISK;2022;0
Ordinær kvote;AHS;Hovedopptak;255 777;Musikk;;ESTETISK;2022;0
Ordinær kvote;INN;Hovedopptak;209 667;Musikk;;ESTETISK;2022;0
Ordinær kvote;NLA;Hovedopptak;254 667;Musikk;;ESTETISK;2022;0
Ordinær kvote;UIA;Hovedopptak;201 667;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;AHS;Suppleringsopptak;255 777;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 667;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;NLA;Suppleringsopptak;254 667;Musikk;;ESTETISK;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 667;Musikk;;ESTETISK;2022;-1
Ordinær kvote;AHS;Suppleringsopptak;255 777;Musikk;;ESTETISK;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 667;Musikk;;ESTETISK;2022;0
Ordinær kvote;NLA;Suppleringsopptak;254 667;Musikk;;ESTETISK;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 667;Musikk;;ESTETISK;2022;-1
Førstegangsvitnemålskvote;AHS;Hovedopptak;255 792;Musikk og helse;;ESTETISK;2022;0
Ordinær kvote;AHS;Hovedopptak;255 792;Musikk og helse;;ESTETISK;2022;0
Førstegangsvitnemålskvote;AHS;Suppleringsopptak;255 792;Musikk og helse;;ESTETISK;2022;0
Ordinær kvote;AHS;Suppleringsopptak;255 792;Musikk og helse;;ESTETISK;2022;0
Førstegangsvitnemålskvote;AHS;Hovedopptak;255 714;Musikk og musikkproduksjon;;ESTETISK;2022;40.5
Ordinær kvote;AHS;Hovedopptak;255 714;Musikk og musikkproduksjon;;ESTETISK;2022;42.4
Førstegangsvitnemålskvote;AHS;Suppleringsopptak;255 714;Musikk og musikkproduksjon;;ESTETISK;2022;0
Ordinær kvote;AHS;Suppleringsopptak;255 714;Musikk og musikkproduksjon;;ESTETISK;2022;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 667;Musikk, årsstudium;;ESTETISK;2022;0
Ordinær kvote;HVO;Hovedopptak;223 667;Musikk, årsstudium;;ESTETISK;2022;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 667;Musikk, årsstudium;;ESTETISK;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 667;Musikk, årsstudium;;ESTETISK;2022;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 437;Musikk, bachelor;;ESTETISK;2022;0
Ordinær kvote;HVO;Hovedopptak;223 437;Musikk, bachelor;;ESTETISK;2022;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 437;Musikk, bachelor;;ESTETISK;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 437;Musikk, bachelor;;ESTETISK;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 667;Musikk, kultur og mangfold;;ESTETISK;2022;0
Ordinær kvote;USN;Hovedopptak;222 667;Musikk, kultur og mangfold;;ESTETISK;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 667;Musikk, kultur og mangfold;;ESTETISK;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 667;Musikk, kultur og mangfold;;ESTETISK;2022;0
Førstegangsvitnemålskvote;AHS;Hovedopptak;255 525;Musikk, menighet og ledelse ;;ESTETISK;2022;0
Ordinær kvote;AHS;Hovedopptak;255 525;Musikk, menighet og ledelse ;;ESTETISK;2022;0
Førstegangsvitnemålskvote;AHS;Suppleringsopptak;255 525;Musikk, menighet og ledelse ;;ESTETISK;2022;0
Ordinær kvote;AHS;Suppleringsopptak;255 525;Musikk, menighet og ledelse ;;ESTETISK;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 476;Musikkteknologi;;ESTETISK;2022;45.8
Ordinær kvote;NTNU;Hovedopptak;194 476;Musikkteknologi;;ESTETISK;2022;49.6
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 476;Musikkteknologi;;ESTETISK;2022;43.7
Ordinær kvote;NTNU;Suppleringsopptak;194 476;Musikkteknologi;;ESTETISK;2022;48.5
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 792;Musikkterapi;;ESTETISK;2022;0
Ordinær kvote;UIB;Hovedopptak;184 792;Musikkterapi;;ESTETISK;2022;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 792;Musikkterapi;;ESTETISK;2022;0
Ordinær kvote;UIB;Suppleringsopptak;184 792;Musikkterapi;;ESTETISK;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 437;Musikkvitenskap;;ESTETISK;2022;35
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 437;Musikkvitenskap;;ESTETISK;2022;0
Ordinær kvote;UIB;Hovedopptak;184 437;Musikkvitenskap;;ESTETISK;2022;48.1
Ordinær kvote;UIO;Hovedopptak;185 437;Musikkvitenskap;;ESTETISK;2022;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 437;Musikkvitenskap;;ESTETISK;2022;35
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 437;Musikkvitenskap;;ESTETISK;2022;0
Ordinær kvote;UIB;Suppleringsopptak;184 437;Musikkvitenskap;;ESTETISK;2022;48.1
Ordinær kvote;UIO;Suppleringsopptak;185 437;Musikkvitenskap;;ESTETISK;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 777;Musikkvitenskap, årsstudium;;ESTETISK;2022;47.5
Ordinær kvote;NTNU;Hovedopptak;194 777;Musikkvitenskap, årsstudium;;ESTETISK;2022;51.4
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 777;Musikkvitenskap, årsstudium;;ESTETISK;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 777;Musikkvitenskap, årsstudium;;ESTETISK;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 437;Musikkvitenskap, bachelor;;ESTETISK;2022;0
Ordinær kvote;NTNU;Hovedopptak;194 437;Musikkvitenskap, bachelor;;ESTETISK;2022;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 437;Musikkvitenskap, bachelor;;ESTETISK;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 437;Musikkvitenskap, bachelor;;ESTETISK;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 939;Nanoteknologi;;TEKNO - ANNET;2022;0
Ordinær kvote;UIB;Hovedopptak;184 939;Nanoteknologi;;TEKNO - ANNET;2022;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 939;Nanoteknologi;;TEKNO - ANNET;2022;-1
Ordinær kvote;UIB;Suppleringsopptak;184 939;Nanoteknologi;;TEKNO - ANNET;2022;-1
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 937;Nanoteknologi;;TEKNO - SIVING;2022;61.4
Ordinær kvote;NTNU;Hovedopptak;194 937;Nanoteknologi;;TEKNO - SIVING;2022;61.4
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 937;Nanoteknologi;;TEKNO - SIVING;2022;61.4
Ordinær kvote;NTNU;Suppleringsopptak;194 937;Nanoteknologi;;TEKNO - SIVING;2022;61.4
Førstegangsvitnemålskvote;USN;Hovedopptak;222 605;Natur og miljø;;REALFAG;2022;0
Ordinær kvote;USN;Hovedopptak;222 605;Natur og miljø;;REALFAG;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 605;Natur og miljø;;REALFAG;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 605;Natur og miljø;;REALFAG;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 420;Natur- og kulturminneoppsyn;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Hovedopptak;204 420;Natur- og kulturminneoppsyn;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 420;Natur- og kulturminneoppsyn;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 420;Natur- og kulturminneoppsyn;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 315;Natur- og miljøforvaltning;;REALFAG;2022;0
Ordinær kvote;USN;Hovedopptak;222 315;Natur- og miljøforvaltning;;REALFAG;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 315;Natur- og miljøforvaltning;;REALFAG;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 315;Natur- og miljøforvaltning;;REALFAG;2022;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 317;Natur- og opplevelsesbasert reiseliv;;REISELIV;2022;0
Ordinær kvote;HVL;Hovedopptak;203 317;Natur- og opplevelsesbasert reiseliv;;REISELIV;2022;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 317;Natur- og opplevelsesbasert reiseliv;;REISELIV;2022;0
Ordinær kvote;HVL;Suppleringsopptak;203 317;Natur- og opplevelsesbasert reiseliv;;REISELIV;2022;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 754;Naturbasert reiseliv og entreprenørskap;Alta;REISELIV;2022;0
Ordinær kvote;UIT;Hovedopptak;186 754;Naturbasert reiseliv og entreprenørskap;Alta;REISELIV;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 754;Naturbasert reiseliv og entreprenørskap;Alta;REISELIV;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 754;Naturbasert reiseliv og entreprenørskap;Alta;REISELIV;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 670;Naturfag;;REALFAG;2022;0
Ordinær kvote;UIA;Hovedopptak;201 670;Naturfag;;REALFAG;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 670;Naturfag;;REALFAG;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 670;Naturfag;;REALFAG;2022;0
Førstegangsvitnemålskvote;NLA;Hovedopptak;254 662;Naturfag, Bergen;;REALFAG;2022;0
Ordinær kvote;NLA;Hovedopptak;254 662;Naturfag, Bergen;;REALFAG;2022;0
Førstegangsvitnemålskvote;NLA;Suppleringsopptak;254 662;Naturfag, Bergen;;REALFAG;2022;0
Ordinær kvote;NLA;Suppleringsopptak;254 662;Naturfag, Bergen;;REALFAG;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 172;Naturforvaltning, årsstudium;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Hovedopptak;204 172;Naturforvaltning, årsstudium;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 172;Naturforvaltning, årsstudium;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 172;Naturforvaltning, årsstudium;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 388;Naturforvaltning, bachelor;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Hovedopptak;204 388;Naturforvaltning, bachelor;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 388;Naturforvaltning, bachelor;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 388;Naturforvaltning, bachelor;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 049;Nautikk;;REALFAG;2022;0
Ordinær kvote;UIT;Hovedopptak;186 049;Nautikk;;REALFAG;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 049;Nautikk;;REALFAG;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 049;Nautikk;;REALFAG;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 353;Nautikk;;TEKNO - MARITIM;2022;47.2
Førstegangsvitnemålskvote;USN;Hovedopptak;222 353;Nautikk;;TEKNO - MARITIM;2022;34.5
