Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Ordinær kvote;HVL;Hovedopptak;203 658;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Ordinær kvote;OSLOMET;Hovedopptak;215 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;46.6
Ordinær kvote;UIS;Hovedopptak;217 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 658;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;41.1
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 658;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Ordinær kvote;OSLOMET;Suppleringsopptak;215 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;43.8
Ordinær kvote;UIS;Suppleringsopptak;217 651;Grunnskolelærer, 5.-10. trinn, norsk;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 567;Grunnskolelærer, 5.-10. trinn, Notodden;;LÆRER - GLU5-10;2020;0
Ordinær kvote;USN;Hovedopptak;222 567;Grunnskolelærer, 5.-10. trinn, Notodden;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 567;Grunnskolelærer, 5.-10. trinn, Notodden;;LÆRER - GLU5-10;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 567;Grunnskolelærer, 5.-10. trinn, Notodden;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;NLA;Hovedopptak;254 660;Grunnskolelærer, 5.-10. trinn, Oslo;;LÆRER - GLU5-10;2020;0
Ordinær kvote;NLA;Hovedopptak;254 660;Grunnskolelærer, 5.-10. trinn, Oslo;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;NLA;Suppleringsopptak;254 660;Grunnskolelærer, 5.-10. trinn, Oslo;;LÆRER - GLU5-10;2020;0
Ordinær kvote;NLA;Suppleringsopptak;254 660;Grunnskolelærer, 5.-10. trinn, Oslo;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 569;Grunnskolelærer, 5.-10. trinn, Porsgrunn;;LÆRER - GLU5-10;2020;0
Ordinær kvote;USN;Hovedopptak;222 569;Grunnskolelærer, 5.-10. trinn, Porsgrunn;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 569;Grunnskolelærer, 5.-10. trinn, Porsgrunn;;LÆRER - GLU5-10;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 569;Grunnskolelærer, 5.-10. trinn, Porsgrunn;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 657;Grunnskolelærer, 5.-10. trinn, samfunnsfag;;LÆRER - GLU5-10;2020;47.4
Ordinær kvote;HVL;Hovedopptak;203 657;Grunnskolelærer, 5.-10. trinn, samfunnsfag;;LÆRER - GLU5-10;2020;49.2
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 657;Grunnskolelærer, 5.-10. trinn, samfunnsfag;;LÆRER - GLU5-10;2020;47.4
Ordinær kvote;HVL;Suppleringsopptak;203 657;Grunnskolelærer, 5.-10. trinn, samfunnsfag;;LÆRER - GLU5-10;2020;49.2
Førstegangsvitnemålskvote;SA/SH;Hovedopptak;231 651;Grunnskolelærer, 5.-10. trinn, samisk;;LÆRER - GLU5-10;2020;0
Ordinær kvote;SA/SH;Hovedopptak;231 651;Grunnskolelærer, 5.-10. trinn, samisk;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;SA/SH;Suppleringsopptak;231 651;Grunnskolelærer, 5.-10. trinn, samisk;;LÆRER - GLU5-10;2020;0
Ordinær kvote;SA/SH;Suppleringsopptak;231 651;Grunnskolelærer, 5.-10. trinn, samisk;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 651;Grunnskolelærer, 5.-10. trinn, Sogndal;;LÆRER - GLU5-10;2020;0
Ordinær kvote;HVL;Hovedopptak;203 651;Grunnskolelærer, 5.-10. trinn, Sogndal;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 651;Grunnskolelærer, 5.-10. trinn, Sogndal;;LÆRER - GLU5-10;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 651;Grunnskolelærer, 5.-10. trinn, Sogndal;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 083;Grunnskolelærer, 5.-10. trinn, Stord;;LÆRER - GLU5-10;2020;0
Ordinær kvote;HVL;Hovedopptak;203 083;Grunnskolelærer, 5.-10. trinn, Stord;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 083;Grunnskolelærer, 5.-10. trinn, Stord;;LÆRER - GLU5-10;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 083;Grunnskolelærer, 5.-10. trinn, Stord;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 083;Grunnskolelærer, 5.-10. trinn, Tromsø;;LÆRER - GLU5-10;2020;0
Ordinær kvote;UIT;Hovedopptak;186 083;Grunnskolelærer, 5.-10. trinn, Tromsø;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 083;Grunnskolelærer, 5.-10. trinn, Tromsø;;LÆRER - GLU5-10;2020;0
Ordinær kvote;UIT;Suppleringsopptak;186 083;Grunnskolelærer, 5.-10. trinn, Tromsø;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 660;Grunnskolelærer, 5.-10. trinn, Vestfold;;LÆRER - GLU5-10;2020;0
Ordinær kvote;USN;Hovedopptak;222 660;Grunnskolelærer, 5.-10. trinn, Vestfold;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 660;Grunnskolelærer, 5.-10. trinn, Vestfold;;LÆRER - GLU5-10;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 660;Grunnskolelærer, 5.-10. trinn, Vestfold;;LÆRER - GLU5-10;2020;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 711;Havbruk (sivilingeniør);;LANDOGHAVBRUK;2020;42.4
Ordinær kvote;UIB;Hovedopptak;184 711;Havbruk (sivilingeniør);;LANDOGHAVBRUK;2020;49.2
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 711;Havbruk (sivilingeniør);;LANDOGHAVBRUK;2020;42.4
Ordinær kvote;UIB;Suppleringsopptak;184 711;Havbruk (sivilingeniør);;LANDOGHAVBRUK;2020;49.2
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 867;Havbruksdrift og ledelse;;LANDOGHAVBRUK;2020;44.4
Ordinær kvote;NORD;Hovedopptak;204 867;Havbruksdrift og ledelse;;LANDOGHAVBRUK;2020;50.3
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 867;Havbruksdrift og ledelse;;LANDOGHAVBRUK;2020;43.5
Ordinær kvote;NORD;Suppleringsopptak;204 867;Havbruksdrift og ledelse;;LANDOGHAVBRUK;2020;49.6
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 765;Havteknologi (sivilingeniør) ;;TEKNO - SIVING;2020;49.2
Ordinær kvote;UIB;Hovedopptak;184 765;Havteknologi (sivilingeniør) ;;TEKNO - SIVING;2020;50.4
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 765;Havteknologi (sivilingeniør) ;;TEKNO - SIVING;2020;49.2
Ordinær kvote;UIB;Suppleringsopptak;184 765;Havteknologi (sivilingeniør) ;;TEKNO - SIVING;2020;50.4
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 465;Helseledelse og helseøkonomi;;ØKADM;2020;44.8
Ordinær kvote;UIO;Hovedopptak;185 465;Helseledelse og helseøkonomi;;ØKADM;2020;57
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 465;Helseledelse og helseøkonomi;;ØKADM;2020;44.8
Ordinær kvote;UIO;Suppleringsopptak;185 465;Helseledelse og helseøkonomi;;ØKADM;2020;57
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 179;Historie;;HISTORIE;2020;0
Ordinær kvote;NORD;Hovedopptak;204 179;Historie;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 179;Historie;;HISTORIE;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 179;Historie;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 613;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 179;Historie, årsstudium;;HISTORIE;2020;40.5
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 179;Historie, årsstudium;;HISTORIE;2020;46.2
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 179;Historie, årsstudium;;HISTORIE;2020;28.8
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;HVL;Hovedopptak;203 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;HVL;Hovedopptak;203 613;Historie, årsstudium;;HISTORIE;2020;51.2
Ordinær kvote;HVO;Hovedopptak;223 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;NTNU;Hovedopptak;194 179;Historie, årsstudium;;HISTORIE;2020;45.4
Ordinær kvote;UIA;Hovedopptak;201 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;UIB;Hovedopptak;184 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;UIO;Hovedopptak;185 179;Historie, årsstudium;;HISTORIE;2020;56.1
Ordinær kvote;UIS;Hovedopptak;217 179;Historie, årsstudium;;HISTORIE;2020;43.2
Ordinær kvote;UIT;Hovedopptak;186 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 613;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 179;Historie, årsstudium;;HISTORIE;2020;40
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 179;Historie, årsstudium;;HISTORIE;2020;46.2
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 179;Historie, årsstudium;;HISTORIE;2020;28.8
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 613;Historie, årsstudium;;HISTORIE;2020;51.2
Ordinær kvote;HVO;Suppleringsopptak;223 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;NTNU;Suppleringsopptak;194 179;Historie, årsstudium;;HISTORIE;2020;45.1
Ordinær kvote;UIA;Suppleringsopptak;201 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;UIB;Suppleringsopptak;184 179;Historie, årsstudium;;HISTORIE;2020;0
Ordinær kvote;UIO;Suppleringsopptak;185 179;Historie, årsstudium;;HISTORIE;2020;56.1
Ordinær kvote;UIS;Suppleringsopptak;217 179;Historie, årsstudium;;HISTORIE;2020;43.2
Ordinær kvote;UIT;Suppleringsopptak;186 179;Historie, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 513;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 481;Historie, bachelor;;HISTORIE;2020;37.3
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 481;Historie, bachelor;;HISTORIE;2020;40.8
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 481;Historie, bachelor;;HISTORIE;2020;32.2
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;HVL;Hovedopptak;203 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;HVL;Hovedopptak;203 513;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;HVO;Hovedopptak;223 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;NTNU;Hovedopptak;194 481;Historie, bachelor;;HISTORIE;2020;38.8
Ordinær kvote;UIA;Hovedopptak;201 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;UIB;Hovedopptak;184 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;UIO;Hovedopptak;185 481;Historie, bachelor;;HISTORIE;2020;48.3
Ordinær kvote;UIS;Hovedopptak;217 481;Historie, bachelor;;HISTORIE;2020;41.9
Ordinær kvote;UIT;Hovedopptak;186 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 513;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 481;Historie, bachelor;;HISTORIE;2020;36.7
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 481;Historie, bachelor;;HISTORIE;2020;40.8
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 481;Historie, bachelor;;HISTORIE;2020;32.2
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;HVL;Suppleringsopptak;203 513;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;HVO;Suppleringsopptak;223 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;NTNU;Suppleringsopptak;194 481;Historie, bachelor;;HISTORIE;2020;38.5
Ordinær kvote;UIA;Suppleringsopptak;201 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;UIB;Suppleringsopptak;184 481;Historie, bachelor;;HISTORIE;2020;0
Ordinær kvote;UIO;Suppleringsopptak;185 481;Historie, bachelor;;HISTORIE;2020;48.3
Ordinær kvote;UIS;Suppleringsopptak;217 481;Historie, bachelor;;HISTORIE;2020;41.9
Ordinær kvote;UIT;Suppleringsopptak;186 481;Historie, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 481;Historie, bachelor;Bodø;HISTORIE;2020;0
Ordinær kvote;NORD;Hovedopptak;204 481;Historie, bachelor;Bodø;HISTORIE;2020;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 481;Historie, bachelor;Bodø;HISTORIE;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 481;Historie, bachelor;Bodø;HISTORIE;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2020;0
Ordinær kvote;USN;Hovedopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2020;47.5
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2020;47.5
Førstegangsvitnemålskvote;USN;Hovedopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2020;0
Ordinær kvote;USN;Hovedopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2020;44.8
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2020;40.8
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 513;Historie, deltid;;HISTORIE;2020;0
Ordinær kvote;HVO;Hovedopptak;223 513;Historie, deltid;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 513;Historie, deltid;;HISTORIE;2020;0
Ordinær kvote;HVO;Suppleringsopptak;223 513;Historie, deltid;;HISTORIE;2020;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 613;Historie, nettbasert;;HISTORIE;2020;0
Ordinær kvote;NORD;Hovedopptak;204 613;Historie, nettbasert;;HISTORIE;2020;49.1
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 613;Historie, nettbasert;;HISTORIE;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 613;Historie, nettbasert;;HISTORIE;2020;42.2
Førstegangsvitnemålskvote;USN;Hovedopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2020;0
Ordinær kvote;USN;Hovedopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2020;0
Ordinær kvote;USN;Hovedopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2020;59.7
Ordinær kvote;UIO;Hovedopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2020;64.4
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2020;58.6
Ordinær kvote;UIO;Suppleringsopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2020;62.2
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2020;37.7
Ordinær kvote;UIO;Hovedopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2020;43.9
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2020;37.7
Ordinær kvote;UIO;Suppleringsopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2020;43.9
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 747;Honoursprogram, Realfag;;REALFAG;2020;62.7
Ordinær kvote;UIO;Hovedopptak;185 747;Honoursprogram, Realfag;;REALFAG;2020;67.1
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 747;Honoursprogram, Realfag;;REALFAG;2020;62.1
Ordinær kvote;UIO;Suppleringsopptak;185 747;Honoursprogram, Realfag;;REALFAG;2020;61.4
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 255;Hotelledelse;;REISELIV;2020;40.5
Ordinær kvote;UIS;Hovedopptak;217 255;Hotelledelse;;REISELIV;2020;39
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 255;Hotelledelse;;REISELIV;2020;39
Ordinær kvote;UIS;Suppleringsopptak;217 255;Hotelledelse;;REISELIV;2020;39
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2020;32.6
Ordinær kvote;NORD;Hovedopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2020;45
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2020;42.7
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2020;33.8
Ordinær kvote;NORD;Hovedopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2020;46.5
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2020;41.5
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2020;34.6
Ordinær kvote;NTNU;Hovedopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2020;57.9
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2020;0
Ordinær kvote;NTNU;Suppleringsopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2020;44.6
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2020;41.4
Ordinær kvote;NORD;Hovedopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2020;47.1
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2020;41.4
Ordinær kvote;NORD;Suppleringsopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2020;46.8
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Ordinær kvote;NMBU;Hovedopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Ordinær kvote;NORD;Hovedopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Ordinær kvote;NMBU;Suppleringsopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 366;Idéhistorie;;HISTORIE;2020;0
Ordinær kvote;USN;Hovedopptak;222 366;Idéhistorie;;HISTORIE;2020;46.6
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 366;Idéhistorie;;HISTORIE;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 366;Idéhistorie;;HISTORIE;2020;43.8
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2020;51.5
Ordinær kvote;UIO;Hovedopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2020;61.6
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2020;51.5
Ordinær kvote;UIO;Suppleringsopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2020;61.6
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2020;38.5
Ordinær kvote;UIO;Hovedopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2020;54.3
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2020;38.5
Ordinær kvote;UIO;Suppleringsopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2020;54.3
Førstegangsvitnemålskvote;INN;Hovedopptak;209 507;Idrett;;IDRETT;2020;44.3
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 486;Idrett;;IDRETT;2020;0
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 649;Idrett;;IDRETT;2020;45.2
Førstegangsvitnemålskvote;USN;Hovedopptak;222 185;Idrett;;IDRETT;2020;0
Ordinær kvote;INN;Hovedopptak;209 507;Idrett;;IDRETT;2020;42.6
Ordinær kvote;NORD;Hovedopptak;204 486;Idrett;;IDRETT;2020;0
Ordinær kvote;UIS;Hovedopptak;217 649;Idrett;;IDRETT;2020;45.6
Ordinær kvote;USN;Hovedopptak;222 185;Idrett;;IDRETT;2020;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 507;Idrett;;IDRETT;2020;44.3
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 486;Idrett;;IDRETT;2020;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 649;Idrett;;IDRETT;2020;45.2
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 185;Idrett;;IDRETT;2020;0
Ordinær kvote;INN;Suppleringsopptak;209 507;Idrett;;IDRETT;2020;42.4
Ordinær kvote;NORD;Suppleringsopptak;204 486;Idrett;;IDRETT;2020;0
Ordinær kvote;UIS;Suppleringsopptak;217 649;Idrett;;IDRETT;2020;45
Ordinær kvote;USN;Suppleringsopptak;222 185;Idrett;;IDRETT;2020;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2020;0
Ordinær kvote;INN;Hovedopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2020;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2020;0
Ordinær kvote;INN;Suppleringsopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2020;0
