Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 222;Likestilling og kjønn;;SAMFUNN;2020;0
Ordinær kvote;UIT;Suppleringsopptak;186 222;Likestilling og kjønn;;SAMFUNN;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 222;Likestilling og mangfold;;HISTORIE;2020;43.7
Ordinær kvote;NTNU;Hovedopptak;194 222;Likestilling og mangfold;;HISTORIE;2020;53.2
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 222;Likestilling og mangfold;;HISTORIE;2020;42
Ordinær kvote;NTNU;Suppleringsopptak;194 222;Likestilling og mangfold;;HISTORIE;2020;52.3
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 893;Lingvistikk;;SPRÅK;2020;36.3
Ordinær kvote;UIO;Hovedopptak;185 893;Lingvistikk;;SPRÅK;2020;56.2
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 893;Lingvistikk;;SPRÅK;2020;0
Ordinær kvote;UIO;Suppleringsopptak;185 893;Lingvistikk;;SPRÅK;2020;56.2
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 922;Litteratur, film og teater, årsstudium;Kristiansand;SPRÅK;2020;49.1
Ordinær kvote;UIA;Hovedopptak;201 922;Litteratur, film og teater, årsstudium;Kristiansand;SPRÅK;2020;50
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 922;Litteratur, film og teater, årsstudium;Kristiansand;SPRÅK;2020;49.1
Ordinær kvote;UIA;Suppleringsopptak;201 922;Litteratur, film og teater, årsstudium;Kristiansand;SPRÅK;2020;50
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 922;Litteraturvitenskap;;HISTORIE;2020;0
Ordinær kvote;UIB;Hovedopptak;184 922;Litteraturvitenskap;;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 922;Litteraturvitenskap;;HISTORIE;2020;0
Ordinær kvote;UIB;Suppleringsopptak;184 922;Litteraturvitenskap;;HISTORIE;2020;0
Førstegangsvitnemålskvote;HIM;Hovedopptak;211 292;Logistikk og Supply Chain Management;;ØKADM;2020;0
Ordinær kvote;HIM;Hovedopptak;211 292;Logistikk og Supply Chain Management;;ØKADM;2020;0
Førstegangsvitnemålskvote;HIM;Suppleringsopptak;211 292;Logistikk og Supply Chain Management;;ØKADM;2020;0
Ordinær kvote;HIM;Suppleringsopptak;211 292;Logistikk og Supply Chain Management;;ØKADM;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 432;Logistikkledelse;;ØKADM;2020;40
Ordinær kvote;NTNU;Hovedopptak;194 432;Logistikkledelse;;ØKADM;2020;46.1
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 432;Logistikkledelse;;ØKADM;2020;37.1
Ordinær kvote;NTNU;Suppleringsopptak;194 432;Logistikkledelse;;ØKADM;2020;44.8
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 527;Luftfartsledelse, deltid;;ØKADM;2020;0
Ordinær kvote;NORD;Hovedopptak;204 527;Luftfartsledelse, deltid;;ØKADM;2020;54.3
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 527;Luftfartsledelse, deltid;;ØKADM;2020;0
Ordinær kvote;NORD;Suppleringsopptak;204 527;Luftfartsledelse, deltid;;ØKADM;2020;49
Førstegangsvitnemålskvote;HIM;Hovedopptak;211 432;Marin logistikk og økonomi;;ØKADM;2020;0
Ordinær kvote;HIM;Hovedopptak;211 432;Marin logistikk og økonomi;;ØKADM;2020;0
Førstegangsvitnemålskvote;HIM;Suppleringsopptak;211 432;Marin logistikk og økonomi;;ØKADM;2020;0
Ordinær kvote;HIM;Suppleringsopptak;211 432;Marin logistikk og økonomi;;ØKADM;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 765;Marin teknikk;;TEKNO - SIVING;2020;54.7
Ordinær kvote;NTNU;Hovedopptak;194 765;Marin teknikk;;TEKNO - SIVING;2020;55.3
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 765;Marin teknikk;;TEKNO - SIVING;2020;54.7
Ordinær kvote;NTNU;Suppleringsopptak;194 765;Marin teknikk;;TEKNO - SIVING;2020;55.3
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 802;Marin- og undervannsteknologi;;TEKNO - SIVING;2020;0
Ordinær kvote;UIS;Hovedopptak;217 802;Marin- og undervannsteknologi;;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 802;Marin- og undervannsteknologi;;TEKNO - SIVING;2020;0
Ordinær kvote;UIS;Suppleringsopptak;217 802;Marin- og undervannsteknologi;;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 352;Marinteknisk drift;;TEKNO - MARITIM;2020;0
Ordinær kvote;USN;Hovedopptak;222 352;Marinteknisk drift;;TEKNO - MARITIM;2020;38
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 352;Marinteknisk drift;;TEKNO - MARITIM;2020;0
Ordinær kvote;USN;Suppleringsopptak;222 352;Marinteknisk drift;;TEKNO - MARITIM;2020;33.9
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 473;Markedsføring og ledelse;;ØKADM;2020;37.2
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 359;Markedsføring og ledelse;;ØKADM;2020;44.2
Ordinær kvote;NORD;Hovedopptak;204 473;Markedsføring og ledelse;;ØKADM;2020;40.1
Ordinær kvote;UIA;Hovedopptak;201 359;Markedsføring og ledelse;;ØKADM;2020;45.8
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 473;Markedsføring og ledelse;;ØKADM;2020;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 359;Markedsføring og ledelse;;ØKADM;2020;44.2
Ordinær kvote;NORD;Suppleringsopptak;204 473;Markedsføring og ledelse;;ØKADM;2020;0
Ordinær kvote;UIA;Suppleringsopptak;201 359;Markedsføring og ledelse;;ØKADM;2020;45.8
Førstegangsvitnemålskvote;INN;Hovedopptak;209 319;Markedsføring og ledelse av turismeopplevelser;;REISELIV;2020;0
Ordinær kvote;INN;Hovedopptak;209 319;Markedsføring og ledelse av turismeopplevelser;;REISELIV;2020;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 319;Markedsføring og ledelse av turismeopplevelser;;REISELIV;2020;0
Ordinær kvote;INN;Suppleringsopptak;209 319;Markedsføring og ledelse av turismeopplevelser;;REISELIV;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 359;Markedsføring, innovasjon og ledelse;;ØKADM;2020;43.3
Ordinær kvote;NTNU;Hovedopptak;194 359;Markedsføring, innovasjon og ledelse;;ØKADM;2020;45.9
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 359;Markedsføring, innovasjon og ledelse;;ØKADM;2020;42.6
Ordinær kvote;NTNU;Suppleringsopptak;194 359;Markedsføring, innovasjon og ledelse;;ØKADM;2020;45.5
Førstegangsvitnemålskvote;USN;Hovedopptak;222 359;Markedsføringsledelse;;ØKADM;2020;36.3
Ordinær kvote;USN;Hovedopptak;222 359;Markedsføringsledelse;;ØKADM;2020;38.2
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 359;Markedsføringsledelse;;ØKADM;2020;33.7
Ordinær kvote;USN;Suppleringsopptak;222 359;Markedsføringsledelse;;ØKADM;2020;37.5
Førstegangsvitnemålskvote;INN;Hovedopptak;209 446;Mat, ernæring og helse;;HELSEFAG - ERNÆRING;2020;35.8
Ordinær kvote;INN;Hovedopptak;209 446;Mat, ernæring og helse;;HELSEFAG - ERNÆRING;2020;45.6
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 446;Mat, ernæring og helse;;HELSEFAG - ERNÆRING;2020;35.8
Ordinær kvote;INN;Suppleringsopptak;209 446;Mat, ernæring og helse;;HELSEFAG - ERNÆRING;2020;45.6
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 661;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 205;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 862;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 205;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 205;Matematikk;;REALFAG;2020;0
Ordinær kvote;HIØ;Hovedopptak;224 661;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIA;Hovedopptak;201 205;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIB;Hovedopptak;184 862;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIS;Hovedopptak;217 205;Matematikk;;REALFAG;2020;54.4
Ordinær kvote;UIT;Hovedopptak;186 205;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 661;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 205;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 862;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 205;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 205;Matematikk;;REALFAG;2020;0
Ordinær kvote;HIØ;Suppleringsopptak;224 661;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIA;Suppleringsopptak;201 205;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIB;Suppleringsopptak;184 862;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIS;Suppleringsopptak;217 205;Matematikk;;REALFAG;2020;0
Ordinær kvote;UIT;Suppleringsopptak;186 205;Matematikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 306;Matematikk med informatikk;;REALFAG;2020;0
Ordinær kvote;UIO;Hovedopptak;185 306;Matematikk med informatikk;;REALFAG;2020;48.4
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 306;Matematikk med informatikk;;REALFAG;2020;37.3
Ordinær kvote;UIO;Suppleringsopptak;185 306;Matematikk med informatikk;;REALFAG;2020;48.4
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 747;Matematikk og fysikk;;REALFAG;2020;0
Ordinær kvote;UIS;Hovedopptak;217 747;Matematikk og fysikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 747;Matematikk og fysikk;;REALFAG;2020;0
Ordinær kvote;UIS;Suppleringsopptak;217 747;Matematikk og fysikk;;REALFAG;2020;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 862;Matematikk og økonomi;;REALFAG;2020;0
Ordinær kvote;UIO;Hovedopptak;185 862;Matematikk og økonomi;;REALFAG;2020;46.8
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 862;Matematikk og økonomi;;REALFAG;2020;0
Ordinær kvote;UIO;Suppleringsopptak;185 862;Matematikk og økonomi;;REALFAG;2020;46.8
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 205;Matematiske fag, årsstudium;;REALFAG;2020;0
Ordinær kvote;NTNU;Hovedopptak;194 205;Matematiske fag, årsstudium;;REALFAG;2020;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 205;Matematiske fag, årsstudium;;REALFAG;2020;0
Ordinær kvote;NTNU;Suppleringsopptak;194 205;Matematiske fag, årsstudium;;REALFAG;2020;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 862;Matematiske fag, bachelor;;REALFAG;2020;48
Ordinær kvote;NTNU;Hovedopptak;194 862;Matematiske fag, bachelor;;REALFAG;2020;47.8
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 862;Matematiske fag, bachelor;;REALFAG;2020;45.4
Ordinær kvote;NTNU;Suppleringsopptak;194 862;Matematiske fag, bachelor;;REALFAG;2020;47.8
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 755;Materialteknologi;;TEKNO - SIVING;2020;54.8
Ordinær kvote;NTNU;Hovedopptak;194 755;Materialteknologi;;TEKNO - SIVING;2020;55.5
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 755;Materialteknologi;;TEKNO - SIVING;2020;54.8
Ordinær kvote;NTNU;Suppleringsopptak;194 755;Materialteknologi;;TEKNO - SIVING;2020;55.5
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 864;Matvitenskap og ernæring;Ås;REALFAG;2020;46.3
Ordinær kvote;NMBU;Hovedopptak;192 864;Matvitenskap og ernæring;Ås;REALFAG;2020;49.1
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 864;Matvitenskap og ernæring;Ås;REALFAG;2020;46.3
Ordinær kvote;NMBU;Suppleringsopptak;192 864;Matvitenskap og ernæring;Ås;REALFAG;2020;47.6
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 346;Matvitenskap, teknologi og bærekraft;;TEKNO - ANNET;2020;0
Ordinær kvote;NTNU;Hovedopptak;194 346;Matvitenskap, teknologi og bærekraft;;TEKNO - ANNET;2020;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 346;Matvitenskap, teknologi og bærekraft;;TEKNO - ANNET;2020;0
Ordinær kvote;NTNU;Suppleringsopptak;194 346;Matvitenskap, teknologi og bærekraft;;TEKNO - ANNET;2020;37.5
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2020;0
Ordinær kvote;UIT;Hovedopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2020;0
Ordinær kvote;UIT;Suppleringsopptak;186 846;Medie- og dokumentasjonsvitenskap;;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2020;48
Ordinær kvote;UIB;Hovedopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2020;54.7
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2020;47.8
Ordinær kvote;UIB;Suppleringsopptak;184 430;Medie- og interaksjonsdesign;;MEDIEFAG;2020;54
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 845;Medieproduksjon;;MEDIEFAG;2020;44.1
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 838;Medieproduksjon;;MEDIEFAG;2020;0
Ordinær kvote;HVO;Hovedopptak;223 845;Medieproduksjon;;MEDIEFAG;2020;46.9
Ordinær kvote;UIT;Hovedopptak;186 838;Medieproduksjon;;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 845;Medieproduksjon;;MEDIEFAG;2020;44.1
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 838;Medieproduksjon;;MEDIEFAG;2020;0
Ordinær kvote;HVO;Suppleringsopptak;223 845;Medieproduksjon;;MEDIEFAG;2020;46.9
Ordinær kvote;UIT;Suppleringsopptak;186 838;Medieproduksjon;;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;48.9
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;45
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;43.3
Ordinær kvote;OSLOMET;Hovedopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;59
Ordinær kvote;UIB;Hovedopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;54.6
Ordinær kvote;UIO;Hovedopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;56.3
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;48.9
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;44.8
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;43.3
Ordinær kvote;OSLOMET;Suppleringsopptak;215 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;59
Ordinær kvote;UIB;Suppleringsopptak;184 663;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;54.6
Ordinær kvote;UIO;Suppleringsopptak;185 604;Medier og kommunikasjon, årsstudium;;MEDIEFAG;2020;56.3
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;48.6
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;43.3
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;43.5
Ordinær kvote;OSLOMET;Hovedopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;54.2
Ordinær kvote;UIB;Hovedopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;47.6
Ordinær kvote;UIO;Hovedopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;51.2
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;47
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;42.9
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;43.5
Ordinær kvote;OSLOMET;Suppleringsopptak;215 850;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;52.8
Ordinær kvote;UIB;Suppleringsopptak;184 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;47.6
Ordinær kvote;UIO;Suppleringsopptak;185 851;Medier og kommunikasjon, bachelor;;MEDIEFAG;2020;51.2
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2020;43.2
Ordinær kvote;NTNU;Hovedopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2020;49.2
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2020;40.4
Ordinær kvote;NTNU;Suppleringsopptak;194 136;Medievitenskap, årsstudium;;MEDIEFAG;2020;47.8
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2020;42.9
Ordinær kvote;NTNU;Hovedopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2020;46.6
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2020;39.6
Ordinær kvote;NTNU;Suppleringsopptak;194 851;Medievitenskap, bachelor;;MEDIEFAG;2020;43.6
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2020;60
Ordinær kvote;UIT;Hovedopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2020;67.6
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2020;60
Ordinær kvote;UIT;Suppleringsopptak;186 740;Medisin;;HELSEFAG - MEDISIN;2020;67.6
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2020;60.1
Ordinær kvote;UIB;Hovedopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2020;67.7
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2020;60
Ordinær kvote;UIB;Suppleringsopptak;184 740;Medisin, Bergen;;HELSEFAG - MEDISIN;2020;67.7
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2020;61.6
Ordinær kvote;UIO;Hovedopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2020;69
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2020;61.6
Ordinær kvote;UIO;Suppleringsopptak;185 740;Medisin, Oslo, høst;;HELSEFAG - MEDISIN;2020;69
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2020;60.2
Ordinær kvote;UIO;Hovedopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2020;68.1
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2020;60.2
Ordinær kvote;UIO;Suppleringsopptak;185 745;Medisin, Oslo, vår;;HELSEFAG - MEDISIN;2020;68.1
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2020;62
Ordinær kvote;NTNU;Hovedopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2020;67.9
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2020;61.9
Ordinær kvote;NTNU;Suppleringsopptak;194 740;Medisin, Trondheim;;HELSEFAG - MEDISIN;2020;67.9
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2020;56.1
Ordinær kvote;UIB;Hovedopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2020;58.1
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2020;55.5
Ordinær kvote;UIB;Suppleringsopptak;184 783;Medisinsk teknologi (sivilingeniør) ;;TEKNO - SIVING;2020;58.1
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 186;Medisinske og biologiske fag;;REALFAG;2020;51.4
Ordinær kvote;NTNU;Hovedopptak;194 186;Medisinske og biologiske fag;;REALFAG;2020;52
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 186;Medisinske og biologiske fag;;REALFAG;2020;48.5
Ordinær kvote;NTNU;Suppleringsopptak;194 186;Medisinske og biologiske fag;;REALFAG;2020;48.4
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2020;0
Ordinær kvote;UIO;Hovedopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2020;50.6
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2020;33
Ordinær kvote;UIO;Suppleringsopptak;185 923;Midtøsten-studier med arabisk;;SPRÅK;2020;50.6
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2020;0
Ordinær kvote;UIO;Hovedopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2020;47.1
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2020;0
Ordinær kvote;UIO;Suppleringsopptak;185 598;Midtøsten-studier med persisk;;SPRÅK;2020;47.1
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2020;0
Ordinær kvote;UIO;Hovedopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2020;39.7
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2020;0
Ordinær kvote;UIO;Suppleringsopptak;185 461;Midtøsten-studier med tyrkisk;;SPRÅK;2020;39.7
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2020;40
Ordinær kvote;OSLOMET;Hovedopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2020;56
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2020;39.6
Ordinær kvote;OSLOMET;Suppleringsopptak;215 242;Migrasjons- og integrasjonsforvaltning;;SAMFUNN;2020;55.8
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2020;55.9
Ordinær kvote;NMBU;Hovedopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2020;57.1
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2020;54.5
Ordinær kvote;NMBU;Suppleringsopptak;192 784;Miljøfysikk og fornybar energi;;TEKNO - SIVING;2020;57
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 377;Miljøvitenskap;;REALFAG;2020;44.5
Ordinær kvote;NMBU;Hovedopptak;192 377;Miljøvitenskap;;REALFAG;2020;46.3
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 377;Miljøvitenskap;;REALFAG;2020;44.5
Ordinær kvote;NMBU;Suppleringsopptak;192 377;Miljøvitenskap;;REALFAG;2020;46.3
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 865;Molekylærbiologi;;REALFAG;2020;48
Ordinær kvote;UIB;Hovedopptak;184 865;Molekylærbiologi;;REALFAG;2020;49.3
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 865;Molekylærbiologi;;REALFAG;2020;48
Ordinær kvote;UIB;Suppleringsopptak;184 865;Molekylærbiologi;;REALFAG;2020;49.2
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2020;34.1
Ordinær kvote;UIA;Hovedopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2020;41.6
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2020;34.1
Ordinær kvote;UIA;Suppleringsopptak;201 149;Multimedieteknologi og -design;;TEKNO - ANNET;2020;41.6
Førstegangsvitnemålskvote;INN;Hovedopptak;209 476;Music Business - Management;;ØKADM;2020;0
Ordinær kvote;INN;Hovedopptak;209 476;Music Business - Management;;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 476;Music Business - Management;;ØKADM;2020;0
Ordinær kvote;INN;Suppleringsopptak;209 476;Music Business - Management;;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 714;Music Business - Production;;ØKADM;2020;0
Ordinær kvote;INN;Hovedopptak;209 714;Music Business - Production;;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 714;Music Business - Production;;ØKADM;2020;0
Ordinær kvote;INN;Suppleringsopptak;209 714;Music Business - Production;;ØKADM;2020;0
Førstegangsvitnemålskvote;AHS;Hovedopptak;255 777;Musikk;;ESTETISK;2020;0
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 667;Musikk;;ESTETISK;2020;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 667;Musikk;;ESTETISK;2020;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 667;Musikk;;ESTETISK;2020;0
